Advances,TID,SID,TSV
69116,61681,50318,1679
69117,39888,61681,3428
69118,20880,39888,6472
69119,24343,20880,464
69120,21798,24343,326
69121,63177,21798,5245
69122,23337,63177,5564
69123,34786,23337,7065
69124,41750,34786,1182
69125,16885,41750,7260
69126,26907,16885,1309
69127,25938,26907,393
69128,48401,25938,6920
69129,48899,48401,66
69130,20998,48899,7584
69131,16831,20998,631
69132,54431,16831,4772
69133,3603,54431,6993
69134,49436,3603,6625
69135,63810,49436,1803
69136,50628,63810,1936
69137,49582,50628,141
69138,36100,49582,2453
69139,28879,36100,8121
69140,57989,28879,4681
69141,15866,57989,7151
69142,39169,15866,5279
69143,27273,39169,7793
69144,62121,27273,4868
69145,22313,62121,5296
69146,42067,22313,7791
69147,19281,42067,7648
69148,27588,19281,1042
69149,25394,27588,286
69150,43996,25394,6429
69151,42400,43996,463
69152,9584,42400,4122
69153,45763,9584,4854
69154,49670,45763,3608
69155,40342,49670,3058
69156,3549,40342,4617
69157,42358,3549,5397
69158,32996,42358,1202
69159,31314,32996,8022
69160,41612,31314,6939
69161,52546,41612,3577
69162,31383,52546,5882
69163,63619,31383,4162
69164,12631,63619,6458
69165,54579,12631,7308
69166,19443,54579,5080
69167,12863,19443,3897
69168,9652,12863,753
69169,8029,9652,1885
69170,13666,8029,1351
69171,12307,13666,174
69172,58937,12307,6853
69173,19981,58937,5382
69174,24071,19981,513
69175,30554,24071,1323
69176,1634,30554,3623
69177,11330,1634,1348
69178,9509,11330,300
69179,10706,9509,414
69180,53394,10706,7976
69181,43355,53394,3897
69182,9666,43355,4499
69183,35435,9666,5621
69184,27735,35435,7367
69185,56336,27735,5640
69186,53383,56336,402
69187,64354,53383,1404
69188,9457,64354,7154
69189,16550,9457,3210
69190,49130,16550,8169
69191,51598,49130,3788
69192,37909,51598,2995
69193,42590,37909,1609
69194,10894,42590,4506
69195,22777,10894,3662
69196,46317,22777,7554
69197,32814,46317,1688
69198,6121,32814,4856
69199,34482,6121,4651
69200,9059,34482,5306
69201,36018,9059,5626
69202,15142,36018,5874
69203,21473,15142,3352
69204,2975,21473,2831
69205,2404,2975,95
69206,38989,2404,4645
69207,11803,38989,5834
69208,36301,11803,5242
69209,58635,36301,3352
69210,22433,58635,5717
69211,26871,22433,2026
69212,39459,26871,7770
69213,42353,39459,2026
69214,27465,42353,6599
69215,48353,27465,6901
69216,35106,48353,1720
69217,62552,35106,4015
69218,60210,62552,1005
69219,57133,60210,1667
69220,62491,57133,1382
69221,1966,62491,7798
69222,19250,1966,2451
69223,34671,19250,6539
69224,37364,34671,723
69225,22783,37364,6433
69226,53104,22783,4849
69227,30217,53104,5935
69228,7211,30217,3396
69229,24618,7211,3968
69230,58116,24618,4197
69231,20484,58116,5728
69232,32795,20484,6659
69233,17751,32795,6313
69234,13530,17751,3633
69235,25635,13530,2591
69236,57470,25635,4235
69237,48679,57470,3019
69238,48859,48679,31
69239,44341,48859,637
69240,11058,44341,4288
69241,35373,11058,5155
69242,6989,35373,4652
69243,42410,6989,6108
69244,18239,42410,7250
69245,17053,18239,180
69246,52346,17053,4572
69247,49257,52346,386
69248,7960,49257,7150
69249,28995,7960,3531
69250,23183,28995,1401
69251,39648,23183,6157
69252,2849,39648,4664
69253,8886,2849,1330
69254,27591,8886,2350
69255,15451,27591,2803
69256,24689,15451,2949
69257,26572,24689,247
69258,15048,26572,2976
69259,63129,15048,6538
69260,10200,63129,6696
69261,31312,10200,2993
69262,3916,31312,3747
69263,48028,3916,5786
69264,16675,48028,8023
69265,30962,16675,1850
69266,40195,30962,7358
69267,64704,40195,3128
69268,30365,64704,4427
69269,61054,30365,4892
69270,27832,61054,4184
69271,26383,27832,374
69272,17625,26383,1146
69273,38992,17625,7057
69274,46002,38992,1404
69275,4306,46002,5228
69276,23214,4306,2383
69277,8199,23214,3925
69278,15708,8199,939
69279,60523,15708,6694
69280,5507,60523,7997
69281,48248,5507,5439
69282,19239,48248,7915
69283,37986,19239,7144
69284,32204,37986,7477
69285,60901,32204,4613
69286,36527,60901,3177
69287,50364,36527,2370
69288,34772,50364,2157
69289,51566,34772,2519
69290,41500,51566,3438
69291,5523,41500,5873
69292,40124,5523,4389
69293,34760,40124,878
69294,41674,34760,1184
69295,51938,41674,3333
69296,44994,51938,3236
69297,19243,44994,7325
69298,53804,19243,4896
69299,52641,53804,1009
69300,25542,52641,5580
69301,20624,25542,1642
69302,24812,20624,1551
69303,8721,24812,2143
69304,1290,8721,1251
69305,28,1290,162
69306,51287,28,6409
69307,28504,51287,5345
69308,23353,28504,1676
69309,37079,23353,6525
69310,22008,37079,6309
69311,27728,22008,1845
69312,38826,27728,8063
69313,13216,38826,5249
69314,52610,13216,8132
69315,17819,52610,4355
69316,58340,17819,5327
69317,63845,58340,848
69318,17650,63845,6066
69319,20730,17650,641
69320,21605,20730,147
69321,59534,21605,6045
69322,40692,59534,3791
69323,41438,40692,2021
69324,17311,41438,7240
69325,62905,17311,5828
69326,18310,62905,5703
69327,21311,18310,663
69328,22850,21311,335
69329,54188,22850,4445
69330,5850,54188,6318
69331,39596,5850,4494
69332,49600,39596,2925
69333,52871,49600,488
69334,32385,52871,5632
69335,63651,32385,4292
69336,23053,63651,5205
69337,9785,23053,3974
69338,25797,9785,2143
69339,6691,25797,4060
69340,54182,6691,6448
69341,39988,54182,2546
69342,21077,39988,6604
69343,16254,21077,3493
69344,5333,16254,1397
69345,10340,5333,1942
69346,54823,10340,8136
69347,15475,54823,7498
69348,22834,15475,3240
69349,2396,22834,2573
69350,17305,2396,2392
69351,25979,17305,1244
69352,54892,25979,5730
69353,41938,54892,3767
69354,11993,41938,4513
69355,65123,11993,6679
69356,59720,65123,741
69357,58701,59720,384
69358,19335,58701,5593
69359,65050,19335,5811
69360,3818,65050,7710
69361,7708,3818,542
69362,37272,7708,4592
69363,15308,37272,5450
69364,11859,15308,691
69365,34441,11859,5403
69366,52348,34441,2398
69367,22830,52348,4778
69368,63018,22830,5600
69369,58190,63018,684
69370,63619,58190,889
69371,65051,63619,211
69372,21183,65051,5524
69373,64839,21183,5631
69374,4732,64839,7655
69375,14687,4732,1380
69376,16460,14687,3874
69377,57449,16460,5124
69378,15774,57449,7102
69379,6867,15774,1257
69380,32124,6867,3317
69381,5619,32124,3345
69382,25516,5619,3787
69383,55977,25516,5920
69384,57905,55977,1811
69385,19938,57905,5626
69386,45907,19938,8150
69387,8713,45907,4651
69388,24193,8713,3985
69389,11178,24193,3749
69390,41173,11178,4463
69391,18651,41173,7425
69392,58882,18651,5595
69393,10786,58882,6532
69394,19692,10786,3289
69395,40166,19692,6657
69396,52039,40166,2804
69397,51903,52039,63
69398,30184,51903,6122
69399,1561,30184,3710
69400,20393,1561,2358
69401,33796,20393,6517
69402,22298,33796,6755
69403,39976,22298,6502
69404,27466,39976,7916
69405,9017,27466,2318
69406,6772,9017,1833
69407,347,6772,869
69408,4438,347,513
69409,38234,4438,4225
69410,49265,38234,2725
69411,38562,49265,2778
69412,29836,38562,7237
69413,19282,29836,2043
69414,41522,19282,7468
69415,56556,41522,4059
69416,4092,56556,6754
69417,44392,4092,5202
69418,61929,44392,2960
69419,38840,61929,3274
69420,30738,38840,7669
69421,20985,30738,1341
69422,56698,20985,4496
69423,34027,56698,2866
69424,14290,34027,5735
69425,60263,14290,7062
69426,14174,60263,7047
69427,48612,14174,4439
69428,15972,48612,4208
69429,8529,15972,998
69430,51659,8529,7443
69431,5581,51659,7040
69432,41171,5581,5795
69433,51459,41171,3386
69434,47121,51459,3618
69435,2355,47121,5668
69436,46097,2355,6052
69437,12592,46097,4260
69438,37446,12592,5230
69439,4825,37446,4115
69440,49982,4825,6716
69441,29918,49982,5884
69442,65317,29918,4479
69443,31176,65317,4317
69444,58921,31176,5116
69445,2464,58921,7665
69446,8243,2464,1330
69447,60586,8243,6547
69448,48150,60586,2583
69449,64779,48150,2083
69450,5156,64779,7461
69451,32344,5156,3407
69452,3777,32344,3603
69453,38242,3777,4980
69454,15228,38242,5571
69455,55217,15228,7577
69456,41378,55217,3778
69457,18835,41378,7430
69458,9079,18835,3420
69459,45741,9079,4667
69460,45426,45741,123
69461,17510,45426,7842
69462,15149,17510,4073
69463,62129,15149,6451
69464,59374,62129,683
69465,59123,59374,35
69466,46833,59123,2560
69467,60963,46833,2842
69468,51162,60963,1343
69469,65108,51162,1841
69470,17914,65108,6005
69471,48449,17914,7959
69472,54601,48449,3329
69473,41116,54601,3770
69474,32325,41116,7131
69475,41518,32325,7053
69476,65050,41518,2950
69477,58631,65050,867
69478,8889,58631,6391
69479,56909,8889,8094
69480,1733,56909,6929
69481,60274,1733,7606
69482,42891,60274,2463
69483,35026,42891,1515
69484,65367,35026,3824
69485,59148,65367,779
69486,39139,59148,4093
69487,14997,39139,5198
69488,1210,14997,1989
69489,8270,1210,1182
69490,51135,8270,7422
69491,41769,51135,3218
69492,53817,41769,3618
69493,8743,53817,7683
69494,24855,8743,2150
69495,23341,24855,1863
69496,59203,23341,6029
69497,34428,59203,3111
69498,21314,34428,6823
69499,34785,21314,6804
69500,17775,34785,6225
69501,5583,17775,2580
69502,42391,5583,5643
69503,9211,42391,4301
69504,2752,9211,1319
69505,11837,2752,1183
69506,42583,11837,4365
69507,443,42583,5373
69508,27689,443,3506
69509,42413,27689,6448
69510,4809,42413,5868
69511,55868,4809,6430
69512,54354,55868,461
69513,39750,54354,2530
69514,40359,39750,220
69515,65037,40359,3189
69516,10908,65037,6802
69517,60449,10908,6359
69518,30648,60449,4979
69519,31488,30648,407
69520,34402,31488,8108
69521,16191,34402,5931
69522,48829,16191,4144
69523,52033,48829,3775
69524,53890,52033,824
69525,56509,53890,455
69526,63121,56509,1349
69527,25001,63121,4839
69528,9499,25001,2198
69529,50245,9499,7211
69530,61579,50245,1689
69531,42835,61579,2811
69532,53143,42835,3352
69533,46791,53143,3882
69534,50470,46791,3708
69535,15984,50470,8042
69536,27371,15984,2707
69537,10089,27371,2480
69538,50147,10089,7313
69539,40535,50147,2998
69540,25629,40535,8009
69541,18363,25629,1140
69542,32110,18363,1882
69543,23776,32110,1073
69544,52486,23776,4668
69545,41775,52486,3525
69546,19455,41775,7450
69547,47345,19455,7777
69548,30040,47345,6581
69549,64967,30040,4371
69550,65026,64967,120
69551,14937,65026,6283
69552,36835,14937,5815
69553,27151,36835,7357
69554,34554,27151,7582
69555,31452,34554,8068
69556,26643,31452,601
69557,51790,26643,5195
69558,55970,51790,541
69559,27790,55970,5829
69560,60348,27790,4326
69561,12535,60348,7017
69562,22100,12535,3284
69563,45412,22100,7398
69564,3354,45412,6031
69565,54373,3354,6959
69566,23726,54373,4377
69567,55303,23726,4245
69568,16658,55303,4898
69569,35272,16658,6427
69570,1906,35272,4567
69571,37355,1906,4819
69572,40382,37355,394
69573,64345,40382,3292
69574,5038,64345,7454
69575,13984,5038,1185
69576,23847,13984,3440
69577,3540,23847,2590
69578,27676,3540,3129
69579,10343,27676,2191
69580,51284,10343,7174
69581,10535,51284,7214
69582,62923,10535,7069
69583,60936,62923,888
69584,52867,60936,1041
69585,22631,52867,4828
69586,33533,22631,6995
69587,5602,33533,4835
69588,52405,5602,6954
69589,29954,52405,5942
69590,4179,29954,3242
69591,13891,4179,1218
69592,18800,13891,4070
69593,53563,18800,4873
69594,45095,53563,3107
69595,40697,45095,1499
69596,43200,40697,1735
69597,5585,43200,6050
69598,51256,5585,7101
69599,36904,51256,2818
69600,7294,36904,4490
69601,18177,7294,2927
69602,34188,18177,6225
69603,2654,34188,4602
69604,21716,2654,3025
69605,9391,21716,3599
69606,43665,9391,4551
69607,35812,43665,1070
69608,46335,35812,2019
69609,23007,46335,7588
69610,7045,23007,2123
69611,20310,7045,2714
69612,4182,20310,3040
69613,12137,4182,2023
69614,52504,12137,7246
69615,57205,52504,589
69616,13195,57205,7583
69617,46572,13195,4300
69618,63823,46572,2452
69619,5179,63823,7598
69620,48689,5179,5441
69621,39683,48689,1190
69622,48811,39683,1205
69623,52528,48811,3699
69624,4222,52528,7081
69625,7606,4222,441
69626,36233,7606,4615
69627,64764,36233,3630
69628,20817,64764,5557
69629,54835,20817,4332
69630,1996,54835,6719
69631,55868,1996,7102
69632,53365,55868,329
69633,17598,53365,4761
69634,14008,17598,3648
69635,18840,14008,4068
69636,18727,18840,23
69637,23524,18727,600
69638,15136,23524,3096
69639,54548,15136,7622
69640,51413,54548,952
69641,31222,51413,5668
69642,56260,31222,5190
69643,50342,56260,1004
69644,15912,50342,8017
69645,34229,15912,6003
69646,38387,34229,520
69647,11273,38387,5951
69648,62532,11273,6921
69649,8777,62532,6849
69650,5240,8777,1734
69651,464,5240,693
69652,32333,464,4083
69653,11896,32333,2566
69654,12467,11896,985
69655,37822,12467,5217
69656,55085,37822,2194
69657,787,55085,6791
69658,57861,787,7202
69659,60500,57861,458
69660,47509,60500,2744
69661,9395,47509,5028
69662,49009,9395,4984
69663,64938,49009,2139
69664,29761,64938,4413
69665,23717,29761,1308
69666,63359,23717,5499
69667,42370,63359,2655
69668,48767,42370,895
69669,27938,48767,6763
69670,57955,27938,4584
69671,56985,57955,1951
69672,20721,56985,4557
69673,54466,20721,4230
69674,37470,54466,2259
69675,45888,37470,1059
69676,18064,45888,7866
69677,21810,18064,628
69678,1636,21810,2666
69679,50475,1636,6249
69680,35316,50475,2459
69681,12581,35316,5914
69682,58111,12581,6779
69683,32393,58111,5006
69684,53971,32393,5515
69685,21896,53971,4331
69686,54642,21896,4127
69687,16468,54642,4772
69688,63431,16468,5874
69689,57849,63431,711
69690,1313,57849,7323
69691,8681,1313,1177
69692,38996,8681,5943
69693,50296,38996,2949
69694,14127,50296,7786
69695,5594,14127,1118
69696,25384,5594,3806
69697,23647,25384,2030
69698,34920,23647,6790
69699,34818,34920,13
69700,31908,34818,7828
69701,22671,31908,1157
69702,57697,22671,5949
69703,51418,57697,1335
69704,51610,51418,40
69705,17643,51610,4526
69706,35037,17643,6534
69707,55819,35037,2650
69708,8792,55819,7946
69709,31498,8792,2858
69710,30834,31498,111
69711,28740,30834,262
69712,45541,28740,6196
69713,27175,45541,7032
69714,22380,27175,1961
69715,15948,22380,3364
69716,1418,15948,1912
69717,27228,1418,3578
69718,16369,27228,2741
69719,56666,16369,7253
69720,37011,56666,2489
69721,36623,37011,1011
69722,45669,36623,1965
69723,59043,45669,2712
69724,43094,59043,2526
69725,11436,43094,4255
69726,23311,11436,3828
69727,4661,23311,2343
69728,15476,4661,1480
69729,1427,15476,1852
69730,36348,1427,4365
69731,28419,36348,7263
69732,53086,28419,5131
69733,21076,53086,5025
69734,40227,21076,6638
69735,2112,40227,4780
69736,29466,2112,3947
69737,6425,29466,3392
69738,27849,6425,3770
69739,35823,27849,7396
69740,52807,35823,2229
69741,34915,52807,2244
69742,59942,34915,3144
69743,50874,59942,1427
69744,27998,50874,5500
69745,18680,27998,1204
69746,18505,18680,22
69747,2307,18505,2089
69748,58425,2307,7591
69749,64284,58425,996
69750,10040,64284,7044
69751,51512,10040,7616
69752,33753,51512,2396
69753,21246,33753,6692
69754,2394,21246,2932
69755,5995,2394,966
69756,43107,5995,6113
69757,34933,43107,1026
69758,47897,34933,1645
69759,46626,47897,423
69760,58219,46626,2729
69761,3563,58219,7632
69762,37059,3563,5029
69763,60522,37059,3989
69764,34421,60522,3395
69765,49817,34421,2205
69766,40624,49817,2949
69767,25905,40624,8048
69768,20920,25905,1681
69769,5108,20920,2121
69770,20394,5108,2955
69771,45013,20394,7183
69772,19236,45013,7326
69773,49766,19236,4392
69774,64904,49766,2045
69775,13815,64904,6415
69776,422,13815,1674
69777,15680,422,1948
69778,28699,15680,2475
69779,47765,28699,6481
69780,49322,47765,3911
69781,51695,49322,296
69782,26190,51695,5620
69783,46679,26190,6659
69784,30689,46679,6198
69785,60014,30689,5041
69786,36232,60014,3324
69787,9513,36232,5396
69788,23363,9513,4045
69789,46844,23363,7607
69790,35668,46844,1973
69791,39177,35668,587
69792,32599,39177,7371
69793,7950,32599,3083
69794,64836,7950,7241
69795,42529,64836,2924
69796,62897,42529,2674
69797,17797,62897,5638
69798,37649,17797,6866
69799,64535,37649,3552
69800,11708,64535,6709
69801,27683,11708,2099
69802,42758,27683,6500
69803,49316,42758,3316
69804,40377,49316,2979
69805,8763,40377,6128
69806,63647,8763,6996
69807,65379,63647,255
69808,63495,65379,236
69809,43687,63495,2644
69810,28013,43687,6393
69811,17131,28013,1520
69812,28836,17131,1609
69813,52479,28836,6027
69814,64571,52479,1560
69815,43806,64571,2788
69816,55027,43806,4029
69817,34311,55027,2590
69818,9846,34311,5134
69819,5315,9846,1622
69820,34751,5315,4719
69821,19304,34751,6554
69822,41929,19304,7444
69823,9810,41929,4275
69824,31615,9810,2981
69825,54947,31615,5563
69826,9223,54947,7764
69827,22031,9223,3649
69828,62683,22031,5210
69829,43842,62683,3059
69830,19278,43842,7169
69831,15706,19278,3778
69832,37742,15706,5574
69833,52303,37742,3044
69834,19560,52303,4100
69835,52548,19560,4133
69836,52941,52548,113
69837,21769,52941,4984
69838,50547,21769,4623
69839,14436,50547,8098
69840,7624,14436,1205
69841,59605,7624,7843
69842,49860,59605,1346
69843,42475,49860,3301
69844,19951,42475,7424
69845,11890,19951,3187
69846,3081,11890,1103
69847,502,3081,447
69848,53079,502,6612
69849,51825,53079,164
69850,8109,51825,6843
69851,32547,8109,3089
69852,63645,32547,4343
69853,36067,63645,3727
69854,32895,36067,403
69855,40294,32895,931
69856,34603,40294,841
69857,50771,34603,2095
69858,14741,50771,8184
69859,51740,14741,7793
69860,57273,51740,692
69861,63478,57273,1289
69862,48238,63478,2419
69863,60768,48238,2593
69864,54038,60768,1998
69865,21280,54038,4102
69866,32086,21280,1486
69867,30877,32086,185
69868,60200,30877,4726
69869,48122,60200,2586
69870,61966,48122,2366
69871,51812,61966,1805
69872,33841,51812,2506
69873,17265,33841,6376
69874,54955,17265,4795
69875,64383,54955,1466
69876,13907,64383,6565
69877,19569,13907,3908
69878,56509,19569,4633
69879,26950,56509,5823
69880,21333,26950,1858
69881,53331,21333,4192
69882,10420,53331,7964
69883,37168,10420,5936
69884,31911,37168,7602
69885,30355,31911,326
69886,16767,30355,1789
69887,4524,16767,2586
69888,38307,4524,4225
69889,29638,38307,7372
69890,22134,29638,1206
69891,58417,22134,5704
69892,38421,58417,3652
69893,25546,38421,7867
69894,65401,25546,5014
69895,9363,65401,7037
69896,253,9363,1165
69897,37694,253,4728
69898,56152,37694,2316
69899,63896,56152,1112
69900,914,63896,8001
69901,27700,914,3572
69902,45173,27700,7048
69903,29387,45173,6231
69904,32906,29387,7752
69905,64037,32906,3925
69906,62376,64037,305
69907,28559,62376,4996
69908,35736,28559,7298
69909,47396,35736,1623
69910,55650,47396,3080
69911,58230,55650,1858
69912,6453,58230,8008
69913,9302,6453,1964
69914,21780,9302,3624
69915,3027,21780,3032
69916,59043,3027,7598
69917,47009,59043,2592
69918,43729,47009,942
69919,27277,43729,6155
69920,56879,27277,5780
69921,22691,56879,4305
69922,30513,22691,1522
69923,39477,30513,7584
69924,31669,39477,7216
69925,23270,31669,1066
69926,20856,23270,371
69927,20315,20856,964
69928,62825,20315,5958
69929,37713,62825,3271
69930,27640,37713,7957
69931,6940,27640,3612
69932,11475,6940,1785
69933,12000,11475,70
69934,54963,12000,7946
69935,49919,54963,649
69936,44059,49919,3548
69937,16535,44059,7569
69938,18499,16535,282
69939,16897,18499,328
69940,13190,16897,3632
69941,15027,13190,294
69942,37118,15027,5449
69943,50926,37118,2754
69944,39744,50926,2997
69945,50978,39744,2956
69946,7252,50978,7022
69947,17394,7252,3060
69948,3419,17394,2517
69949,45877,3419,6093
69950,9340,45877,4841
69951,25455,9340,2274
69952,56343,25455,6127
69953,58004,56343,2000
69954,31823,58004,5083
69955,62993,31823,4427
69956,30819,62993,4558
69957,32113,30819,162
69958,4979,32113,3520
69959,11806,4979,1965
69960,19619,11806,3159
69961,52736,19619,4180
69962,39099,52736,2775
69963,15378,39099,5269
69964,32691,15378,2164
69965,33062,32691,8146
69966,57037,33062,3069
69967,8298,57037,8148
69968,58412,8298,6280
69969,15984,58412,6987
69970,59141,15984,6958
69971,50879,59141,1079
69972,38885,50879,2603
69973,52038,38885,2964
69974,46745,52038,4027
69975,48663,46745,273
69976,6076,48663,5429
69977,11615,6076,1884
69978,23037,11615,3732
69979,8823,23037,3953
69980,52117,8823,7484
69981,32887,52117,2428
69982,47752,32887,1887
69983,35772,47752,1574
69984,20131,35772,6307
69985,29503,20131,1971
69986,10839,29503,2861
69987,5547,10839,2047
69988,63462,5547,7241
69989,40853,63462,3342
69990,51825,40853,2748
69991,54598,51825,998
69992,26355,54598,5750
69993,12788,26355,2784
69994,12076,12788,987
69995,20320,12076,3081
69996,6394,20320,2803
69997,37934,6394,4506
69998,59086,37934,3676
69999,50291,59086,1111
70000,18949,50291,4558
70001,3927,18949,2218
70002,50806,3927,6436
70003,26033,50806,5240
70004,42621,26033,6265
70005,39172,42621,2031
70006,8508,39172,5895
70007,51032,8508,7372
70008,37106,51032,2805
70009,16309,37106,5608
70010,19863,16309,3652
70011,9290,19863,3387
70012,27,9290,1162
70013,60047,27,7506
70014,7423,60047,7886
70015,18140,7423,2884
70016,14619,18140,4088
70017,24653,14619,2858
70018,10706,24653,2355
70019,10989,10706,103
70020,59909,10989,6173
70021,51576,59909,1135
70022,8059,51576,6848
70023,44346,8059,5704
70024,26786,44346,6323
70025,8661,26786,2350
70026,24784,8661,2080
70027,56305,24784,5988
70028,6513,56305,6224
70029,19743,6513,2701
70030,45244,19743,8116
70031,48259,45244,391
70032,17134,48259,8141
70033,49910,17134,4099
70034,49437,49910,125
70035,39613,49437,2932
70036,53527,39613,2421
70037,1558,53527,6880
70038,52207,1558,6591
70039,13594,52207,8158
70040,52523,13594,7942
70041,23243,52523,4860
70042,39593,23243,6156
70043,23122,39593,6175
70044,36276,23122,6908
70045,28836,36276,8098
70046,40934,28836,7656
70047,52278,40934,2682
70048,58055,52278,1502
70049,62310,58055,564
70050,1864,62310,7813
70051,31679,1864,3998
70052,49802,31679,5926
70053,14147,49802,7865
70054,57240,14147,7451
70055,29283,57240,5567
70056,14838,29283,2418
70057,29771,14838,2487
70058,49970,29771,5871
70059,64682,49970,2035
70060,42462,64682,2862
70061,17698,42462,7199
70062,41631,17698,7415
70063,59905,41631,2323
70064,30767,59905,4677
70065,23795,30767,1179
70066,38275,23795,6446
70067,62925,38275,3081
70068,3449,62925,7958
70069,43172,3449,5307
70070,54713,43172,4003
70071,44483,54713,3855
70072,22189,44483,8045
70073,20299,22189,828
70074,18620,20299,254
70075,26999,18620,1081
70076,23336,26999,1611
70077,17887,23336,990
70078,15176,17887,4050
70079,10034,15176,911
70080,55024,10034,7736
70081,27186,55024,6040
70082,13120,27186,2862
70083,25095,13120,2600
70084,31036,25095,871
70085,22814,31036,1028
70086,64465,22814,5209
70087,13608,64465,6623
70088,34617,13608,5698
70089,29694,34617,7832
70090,20440,29694,1924
70091,24693,20440,1525
70092,59146,24693,4335
70093,51551,59146,1482
70094,50816,51551,507
70095,597,50816,6298
70096,55057,597,6824
70097,54519,55057,124
70098,58927,54519,1627
70099,6857,58927,8092
70100,54636,6857,6644
70101,19158,54636,5111
70102,33187,19158,6510
70103,11197,33187,5443
70104,31682,11197,2575
70105,25051,31682,835
70106,50007,25051,5201
70107,35489,50007,2366
70108,21311,35489,6963
70109,20840,21311,74
70110,35627,20840,6984
70111,14136,35627,6018
70112,58588,14136,6780
70113,63064,58588,592
70114,578,63064,7811
70115,19375,578,2365
70116,35299,19375,6217
70117,54065,35299,2906
70118,35118,54065,2883
70119,23025,35118,6683
70120,49330,23025,4904
70121,57237,49330,996
70122,25674,57237,6011
70123,19001,25674,1486
70124,2494,19001,2160
70125,56062,2494,6760
70126,51815,56062,531
70127,36583,51815,2192
70128,37082,36583,967
70129,5802,37082,4302
70130,14762,5802,1504
70131,49559,14762,7943
70132,9913,49559,7397
70133,60116,9913,6541
70134,14004,60116,7052
70135,64879,14004,6523
70136,20145,64879,5755
70137,19236,20145,178
70138,55811,19236,4644
70139,35513,55811,2583
70140,25793,35513,7631
70141,11879,25793,2388
70142,53143,11879,7230
70143,44977,53143,3076
70144,8148,44977,5644
70145,48514,8148,5194
70146,44248,48514,555
70147,47774,44248,712
70148,62535,47774,2523
70149,32163,62535,4412
70150,49334,32163,6050
70151,39206,49334,2866
70152,6824,39206,4209
70153,59834,6824,7778
70154,49681,59834,1397
70155,37086,49681,2649
70156,16064,37086,5571
70157,12071,16064,572
70158,91,12071,1519
70159,60704,91,7599
70160,6868,60704,7934
70161,436,6868,876
70162,64124,436,8057
70163,46625,64124,2443
70164,33574,46625,1696
70165,47813,33574,1852
70166,32757,47813,6310
70167,50498,32757,5974
70168,42433,50498,3088
70169,14285,42433,4673
70170,49223,14285,7921
70171,51878,49223,348
70172,33398,51878,2330
70173,11268,33398,5582
70174,60565,11268,6162
70175,6148,60565,7826
70176,57121,6148,6372
70177,55638,57121,206
70178,20359,55638,4826
70179,17597,20359,359
70180,15408,17597,3857
70181,25758,15408,2837
70182,65394,25758,4989
70183,65328,65394,8
70184,36197,65328,3658
70185,14611,36197,5774
70186,36533,14611,5876
70187,40781,36533,575
70188,47834,40781,1202
70189,12034,47834,4795
70190,24165,12034,3628
70191,20071,24165,512
70192,11845,20071,3076
70193,27069,11845,2303
70194,30508,27069,978
70195,55374,30508,5612
70196,61565,55374,1286
70197,8402,61565,6677
70198,3181,8402,1431
70199,31133,3181,3774
70200,6972,31133,3156
70201,51328,6972,6775
70202,3500,51328,6309
70203,16208,3500,1631
70204,41766,16208,5006
70205,19814,41766,7624
70206,27181,19814,1257
70207,52121,27181,5174
70208,48649,52121,3762
70209,22397,48649,7470
70210,60122,22397,6068
70211,37875,60122,3877
70212,26982,37875,8018
70213,51272,26982,5157
70214,50793,51272,452
70215,60534,50793,1347
70216,54576,60534,1832
70217,59465,54576,1967
70218,21437,59465,6014
70219,29805,21437,1274
70220,46803,29805,6231
70221,63414,46803,2092
70222,32396,63414,4391
70223,47141,32396,6357
70224,51319,47141,3594
70225,5740,51319,7107
70226,57922,5740,7813
70227,7175,57922,8136
70228,63620,7175,7312
70229,46883,63620,2548
70230,44837,46883,768
70231,25832,44837,6521
70232,3433,25832,3376
70233,4579,3433,913
70234,48569,4579,5515
70235,29088,48569,6531
70236,49561,29088,5639
70237,18870,49561,4357
70238,29798,18870,1978
70239,63960,29798,4535
70240,39894,63960,3137
70241,14751,39894,5193
70242,25431,14751,2905
70243,26152,25431,175
70244,1969,26152,3123
70245,7370,1969,879
70246,47780,7370,5325
70247,5473,47780,5624
70248,29265,5473,3302
70249,34308,29265,7818
70250,65202,34308,3862
70251,41766,65202,2994
70252,28530,41766,6538
70253,23148,28530,1699
70254,40665,23148,6294
70255,961,40665,5027
70256,10928,961,1326
70257,50026,10928,7483
70258,21064,50026,4644
70259,35123,21064,7023
70260,43269,35123,1030
70261,19424,43269,7260
70262,24357,19424,664
70263,9612,24357,3925
70264,40592,9612,5987
70265,40095,40592,65
70266,12280,40095,5740
70267,32380,12280,2608
70268,56471,32380,5213
70269,35868,56471,2577
70270,56136,35868,2794
70271,42538,56136,4012
70272,39887,42538,1980
70273,30051,39887,7637
70274,33158,30051,7836
70275,36164,33158,408
70276,9945,36164,5491
70277,2635,9945,1426
70278,42282,2635,5612
70279,33367,42282,1263
70280,43280,33367,1384
70281,5355,43280,6079
70282,57627,5355,7870
70283,21088,57627,5743
70284,9601,21088,3836
70285,56396,9601,7993
70286,41300,56396,4003
70287,56995,41300,4094
70288,55866,56995,147
70289,8287,55866,8012
70290,49603,8287,7219
70291,15290,49603,8015
70292,37831,15290,5391
70293,57649,37831,3678
70294,14196,57649,6856
